id,name,latitude,longitude,type,dongCode
464,대치동,37.4940429277,127.0618695113,bus,106
465,타워펠리스,37.4906638465,127.0544289663,bus,118
466,양재역,37.484871562,127.035433202,bus,118
467,신사동,37.5169031397,127.0195788884,bus,107
468,미성아파트,37.5229772839,127.0205692856,bus,107
469,리베라호텔,37.5228274622,127.0550813599,bus,104
470,압구정역,37.5284087616,127.0305025892,bus,110
471,노블발렌티웨딩홀,37.5151343457,127.0648043953,bus,105
472,양재전화국,37.4856393401,127.0408987126,bus,118
473,대치2동주민센터.래미안하이스턴,37.5018655867,127.0665041929,bus,106
474,봉은사역.삼성래미안아파트,37.5147131775,127.0621094253,bus,105
475,강남구민체육관,37.4760843401,127.0537967405,bus,103
476,LPG가스충전소,37.4906376166,127.0358079831,bus,118
477,수서역,37.4886789869,127.0997013176,bus,115
478,일원1동주민센터,37.491739445,127.0878769507,bus,114
479,일원지구대,37.4925603569,127.0841549821,bus,114
480,동영문화센터,37.4982163309,127.0450698684,bus,101
481,영희초등학교,37.4918172767,127.0824080525,bus,114
482,삼성서울병원정문건너편,37.4864455837,127.0827108625,bus,114
483,일원역,37.4839651936,127.0834928843,bus,114
484,탄천교(가상),37.5015363095,127.0732324447,bus,106
485,탄천교(가상),37.5013185664,127.0727085631,bus,106
486,강남더드림병원.도성초등학교,37.5010137322,127.050799086,bus,106
487,대왕파출소,37.465202563,127.1077413737,bus,111
488,언주역삼정&베스트웨스턴강남,37.5061313556,127.0310397258,bus,101
489,강남신동아파밀리에2단지,37.4648440875,127.1017052854,bus,111
490,한신휴플러스6단지,37.4689755358,127.1039561716,bus,113
491,강남역,37.5002114782,127.0267345422,bus,101
492,르메르디앙호텔.노보텔,37.5053577485,127.0278320298,bus,101
493,삼정호텔,37.5064023297,127.0313097165,bus,101
494,선릉과정릉.라마다서울호텔,37.510575802,127.0454157102,bus,105
495,봉은사.롯데면세점,37.5137273488,127.0583371175,bus,105
496,코엑스.에스엠타운,37.5104504405,127.0619369794,bus,105
497,삼성역,37.5101888247,127.0626911066,bus,105
498,SM엔터테인먼트,37.518545662,127.0507759684,bus,105
499,한류스타거리,37.5272518736,127.0433500025,bus,110
500,압구정로데오,37.5284260581,127.0388063405,bus,110
501,강남관광정보센터,37.5266264851,127.0270046208,bus,110
502,중동고등학교,37.4928867094,127.0800445003,bus,114
503,역삼아르누보&조선팰리스강남,37.5032714481,127.0426789882,bus,101
504,가로수길,37.524538102,127.0230095118,bus,110
505,영희초등학교후문,37.4914519224,127.0803833657,bus,114
506,양재역4번출구,37.4850648693,127.0368399956,bus,118
507,삼성역7번출구,37.50952419,127.0629070491,bus,105
508,삼성역7번출구,37.5102100179,127.0625644423,bus,105
509,도곡중학교.강남세브란스병원,37.493403627,127.0448374004,bus,118
510,역삼2동주민센터.래미안그레이튼아파트,37.4946716521,127.0467177715,bus,101
511,신논현역르메르디앙서울호텔,37.5049413383,127.0271088192,bus,101
512,노보텔앰배서더호텔,37.5055113436,127.0287672149,bus,101
513,방죽마을입구,37.4709638304,127.1063540665,bus,113
514,방죽마을입구,37.471048981,127.1060751168,bus,113
515,한신휴플러스6단지,37.4692948587,127.1042243925,bus,113
516,LH이-편한세상,37.4676939732,127.1016065566,bus,111
517,은곡마을,37.4668026969,127.0975634855,bus,111
518,상업지역,37.4667819238,127.1009142069,bus,111
519,강남신동아파밀리에,37.465707319,127.1014802722,bus,111
520,세종고등학교,37.4878639673,127.1029015023,bus,115
521,세곡푸르지오,37.466778794,127.0947792174,bus,111
522,세곡푸르지오,37.4666511475,127.094295055,bus,111
523,상업지역,37.4673373562,127.0999904448,bus,111
524,은곡마을,37.467452315,127.0968576247,bus,111
525,강남스포츠문화센터,37.4886145019,127.1052090729,bus,115
526,삼정호텔,37.5062370429,127.0310907911,bus,101
527,리엔파크3단지,37.4630299812,127.103725133,bus,111
528,포스코사거리,37.5086421913,127.0554068847,bus,105
529,서울요양원.강남구립행복요양병원,37.4607252367,127.1033941267,bus,111
530,LH이편한세상,37.4665036794,127.1017345829,bus,111
531,강남데시앙포레정문,37.4812748441,127.089179735,bus,115
532,강남데시앙포레상가앞,37.4813620057,127.0918528925,bus,115
533,강남더샵포레스트아파트,37.482083419,127.0946082689,bus,115
534,강남신동아파밀리에1단지,37.4633952819,127.1013912358,bus,111
535,강남더샵포레스트아파트,37.4820890986,127.0942667912,bus,115
536,강남데시앙포레상가앞,37.4814270894,127.0927451217,bus,115
537,강남데시앙포레정문,37.4818476385,127.0895874825,bus,115
538,수서교회.수서동성당앞,37.48349376,127.0944687015,bus,115
539,수서교회.수서동성당앞,37.4834908013,127.0947875737,bus,115
540,삼성서울병원사거리,37.4888585981,127.0829148138,bus,114
541,동호대교(가상),37.5311526541,127.0241641902,bus,110
542,동호대교(가상),37.5317424527,127.0237344456,bus,110
543,성수대교(가상),37.5325676597,127.0344578191,bus,110
544,성수대교(가상),37.5330951565,127.0345543786,bus,110
545,영동대교(가상),37.5259608708,127.0551805659,bus,104
546,영동대교(가상),37.5266245541,127.0556204482,bus,104
547,성수대교남단(가상),37.5336278222,127.0308815117,bus,110
548,강남신동아파밀리에2단지,37.4645854452,127.1014528814,bus,111
549,일원주유소.삼성서울병원후문,37.4906537597,127.0876822994,bus,114
550,리엔파크4단지.강남데시앙파크,37.4612716392,127.1019761885,bus,111
0,어반테일러 앞,37.50828,127.02229,taxi,107
1,가로수길 영동빌딩 (올리브영 가로수길 중앙점 앞),37.518136,127.022959,taxi,107
2,임페리얼팰리스호텔 앞,37.5137,127.03552,taxi,108
3,한국건설기술인협회별관 좌측(상아아파트 건너),37.51688,127.05136,taxi,105
4,삼원가든 앞,37.525,127.03311,taxi,107
5,논현삼계탕 앞(서울세관 건너),37.51807,127.03547,taxi,108
6,언고신관빌딩(삼성동롯데아파트 101동 건너),37.51868,127.04885,taxi,104
7,코엑스 아트홀 앞,37.51303,127.06058,taxi,105
8,빅토리아빌딩 앞(선릉역 5번출구),37.50374,127.04776,taxi,101
9,동경빌딩 앞(올레서비스센터 강남점),37.49882,127.03057,taxi,101
10,아카데미스위트 빌딩 앞(타워팰리스2차 우측),37.4896,127.05114,taxi,118
11,래미안도곡카운티아파트 101동 앞,37.49484,127.04885,taxi,118
12,현정빌딩 앞(선릉역 4번출구),37.50408,127.04807,taxi,101
13,고용노동부 서울강남지청 앞,37.49695,127.05524,taxi,106
0,2호선 삼성역,37.508827,127.063203,subway,106
1,2호선 선릉역,37.504257,127.048174,subway,101
2,2호선 역삼역,37.500658,127.03643,subway,101
3,3호선 압구정역,37.526169,127.028502,subway,107
4,3호선 신사역,37.516438,127.020247,subway,107
5,3호선 양재역,37.48466,127.03513,subway,118
6,3호선 매봉역,37.487114,127.046907,subway,118
7,3호선 도곡역,37.491129,127.055694,subway,106
8,3호선 대치역,37.494601,127.063449,subway,106
9,3호선 학여울역,37.496757,127.070541,subway,106
10,3호선 대청역,37.493607,127.079526,subway,114
11,3호선 일원역,37.48389,127.08416,subway,114
12,3호선 수서역,37.487507,127.101324,subway,115
13,7호선 청담역,37.519097,127.051851,subway,105
14,7호선 강남구청역,37.517185,127.04122,subway,108
15,7호선 학동역,37.514262,127.031738,subway,108
16,7호선 논현역,37.511108,127.021385,subway,108
17,9호선 신논현역,37.504598,127.02506,subway,101
18,9호선 언주역,37.507287,127.033868,subway,101
19,9호선 선정릉역,37.51098,127.043593,subway,108
20,9호선 삼성중앙역,37.513011,127.053282,subway,105
21,9호선 봉은사역,37.514219,127.060245,subway,105
0,서광아파트102동,37.51714428,127.0425291,fire,105
1,,37.49926126,127.0475822,fire,101
2,서울비젼 사옥,37.51176278,127.0355841,fire,108
3,미진프라자,37.49799821,127.0286928,fire,101
4,대치MS빌딩,37.50077686,127.0522245,fire,106
5,한국가구,37.51172667,127.0241903,fire,108
6,영미빌딩,37.50252575,127.0574679,fire,106
7,금원빌딩,37.50290844,127.0496086,fire,101
8,,37.51026436,127.0365597,fire,108
9,,37.50275432,127.0581534,fire,106
10,강인빌딩,37.50090383,127.0416416,fire,101
11,,37.49972688,127.0513408,fire,106
12,신사상가,37.5322107,127.0278291,fire,110
13,이마트,37.4995446,127.0484223,fire,101
14,삼주빌딩,37.50054789,127.0598412,fire,106
15,,37.51863105,127.0379395,fire,108
16,청하빌딩,37.49998264,127.0601221,fire,106
17,리츠칼튼호텔,37.48903008,127.039642,fire,118
18,,37.51718023,127.0409031,fire,108
19,,37.49934437,127.03092,fire,101
20,대진빌딩,37.49933561,127.0622631,fire,106
21,,37.50907266,127.0588992,fire,105
22,동원빌딩,37.4987552,127.0299178,fire,101
23,대영빌딩,37.51693734,127.0221955,fire,108
24,한빛학원,37.49873943,127.0613382,fire,106
25,갤러리아,37.5282023,127.0390823,fire,107
26,한성자동차,37.52160336,127.0335072,fire,107
27,삼현빌딩,37.49946147,127.0635531,fire,106
28,,37.48434345,127.068763,fire,103
29,LG패션서관,37.52888297,127.0335,fire,107
30,상지서적,37.51970513,127.0564307,fire,105
31,,37.50391061,127.0611356,fire,106
32,청담빌딩,37.52739605,127.0411923,fire,104
33,ST.JOHN,37.52691241,127.0434135,fire,104
34,,37.52662827,127.0444732,fire,104
35,청담동JS빌딩,37.52369423,127.0421967,fire,104
36,소봉빌딩,37.52384113,127.0438338,fire,104
37,금구빌딩,37.52325291,127.0418291,fire,104
38,현대상가,37.52111952,127.0399594,fire,104
39,영동고등학교,37.5197063,127.0404611,fire,104
40,강남구노인복지회관,37.51802982,127.0411291,fire,104
41,,37.52291203,127.04786,fire,104
42,,37.52369655,127.0477332,fire,104
43,성인문구,37.51851302,127.0481351,fire,104
44,,37.52256536,127.0558432,fire,104
45,진흥아파트상가,37.51899963,127.0524421,fire,105
46,종로학원주차장,37.51633262,127.0517635,fire,105
47,연승빌딩,37.51485431,127.0525523,fire,105
48,JBK TOWER 빌딩,37.51475248,127.0632442,fire,105
49,동성빌딩,37.51342956,127.0533288,fire,105
50,,37.51189038,127.0503442,fire,105
51,,37.51421756,127.0595987,fire,105
52,,37.51140578,127.0539534,fire,105
53,BK타워,37.51035279,127.0545674,fire,105
54,제일빌딩,37.51163538,127.0434536,fire,105
55,호산프라자,37.51084671,127.0437813,fire,105
56,,37.47382822,127.0490119,fire,103
57,,37.47451918,127.050263,fire,103
58,,37.52654522,127.0274975,fire,107
59,,37.52784176,127.0303361,fire,107
60,,37.52780284,127.0334891,fire,107
61,화경빌딩,37.52603099,127.0335929,fire,107
62,YOHAN 빌딩,37.52878195,127.0358269,fire,107
63,김정일정신과병원,37.51045748,127.0436479,fire,108
64,삼성빌딩,37.52646767,127.0401708,fire,107
65,개포시영아파트,37.47825366,127.0560874,fire,103
66,하상장애인종합복지관,37.49215562,127.0749754,fire,114
67,,37.51114506,127.0475546,fire,105
68,성원빌딩,37.51248092,127.0533797,fire,105
69,삼성SDS 멀티캠퍼스,37.50135987,127.0398521,fire,101
70,한국은행강남본부,37.50028104,127.0373096,fire,101
71,,37.50950534,127.0237691,fire,108
72, 향원빌딩,37.5234324,127.0215731,fire,107
73,유성빌딩,37.52215627,127.0337708,fire,107
74,,37.51805791,127.0290008,fire,108
75,,37.52016854,127.0306649,fire,108
76,금양빌딩,37.52099995,127.0333662,fire,108
77,갤러,37.52847795,127.0460926,fire,104
78,성암빌딩,37.51663746,127.0356294,fire,108
79,국제빌딩,37.51465993,127.0328559,fire,108
80,영동정형외과,37.51589739,127.036719,fire,108
81,강남파라곤,37.51654745,127.0399863,fire,108
82,,37.51669823,127.0404757,fire,108
83,,37.51471506,127.0420331,fire,108
84,,37.51515917,127.0653601,fire,105
85,수정주택,37.51303747,127.0550733,fire,105
86, 동원빌딩,37.5067749,127.0546754,fire,105
87,,37.50671571,127.0496683,fire,105
88,,37.52088158,127.0489495,fire,104
89,삼화빌딩,37.51631602,127.0380939,fire,108
90,동암빌딩,37.51237986,127.0255122,fire,108
91, 상원빌딩,37.50612455,127.029789,fire,108
92,스타힐빌딩,37.50644375,127.0310223,fire,101
93,,37.5083637,127.0374328,fire,101
94,이안논현 빌라트,37.50934503,127.0406405,fire,108
95,대림빌딩,37.51461193,127.0202539,fire,108
96,,37.50490469,127.0256985,fire,108
97,다리빌딩,37.49242516,127.0406748,fire,101
98,역삼훼미리,37.49521624,127.0497217,fire,101
99,라이언타워,37.50628806,127.0544086,fire,105
100,더그레이스,37.50598389,127.0480932,fire,101
101,,37.49128251,127.0348118,fire,101
102,길근동빌딩,37.50707268,127.0330804,fire,108
103,,37.50203622,127.0472735,fire,101
104,,37.5032496,127.0359008,fire,101
105,대건빌딩,37.4986113,127.0294625,fire,101
106,선진자동차학원,37.49635966,127.0285964,fire,101
107,,37.49440682,127.0400588,fire,101
108,일성빌딩,37.49186531,127.0392261,fire,118
109,한솔빌딩,37.50755835,127.0355467,fire,101
110,CHA여성의학연구소,37.50691996,127.0334018,fire,101
111,동산빌딩호텔,37.50730585,127.0347249,fire,101
112,,37.51197724,127.0656505,fire,105
113,다이네즈앞,37.50791088,127.0367381,fire,101
114,차병원건너편,37.50612093,127.034253,fire,101
115,한국이동통신,37.50468055,127.0348943,fire,101
116,대웅빌딩,37.50599637,127.0412585,fire,101
117,주룩옵틱스,37.50522198,127.0417547,fire,101
118,미네르바,37.50712771,127.0465778,fire,101
119,파인빌딩,37.50255096,127.0359319,fire,101
120,,37.50168363,127.040988,fire,101
121,에도주가,37.4968128,127.0319398,fire,101
122,올림픽 카센타,37.4953891,127.032638,fire,101
123,SW발전센터빌딩,37.50218037,127.0559272,fire,106
124,에스케이허브젠,37.49332938,127.0310974,fire,101
125,동보빌딩,37.49395833,127.0330788,fire,101
126,로케트빌딩,37.49551989,127.0382444,fire,101
127, KT&G,37.49883862,127.0376891,fire,101
128,,37.49842757,127.0382194,fire,101
129,정안빌딩,37.49592354,127.0393838,fire,101
130,,37.52379594,127.0537145,fire,104
131,,37.49593291,127.0398866,fire,101
132,,37.50014962,127.0436778,fire,101
133,안산빌딩,37.49728779,127.0450528,fire,101
134,대우양재디오빌,37.48646804,127.0334073,fire,118
135,신호빌딩,37.49182792,127.0398352,fire,118
136,오복빌딩,37.49012148,127.0341664,fire,118
137,성환빌딩,37.49095363,127.0371837,fire,118
138,도곡동씨티파크,37.49257239,127.0423836,fire,118
139,호서빌딩,37.48845288,127.0323851,fire,118
140,,37.48517164,127.0381117,fire,118
141,,37.48275083,127.0426803,fire,Invalid Code
142,,37.48197066,127.0432529,fire,118
143,,37.48339799,127.044603,fire,118
144,,37.48472388,127.0460327,fire,118
145,길성일빌딩,37.48563722,127.045746,fire,118
146,길연립주택,37.48471563,127.0444885,fire,118
147,주택가,37.46904677,127.1007007,fire,111
148,,37.47174456,127.10704,fire,113
149,,37.49553733,127.0516103,fire,118
150,,37.4905512,127.0356182,fire,118
151,삼성빌딩,37.51043953,127.0626294,fire,105
152,주석빌딩,37.51193032,127.0494447,fire,105
153,우성2차아파트201동,37.50028894,127.0648627,fire,106
154,하나은행학동점,37.52297922,127.039561,fire,104
155,,37.52343404,127.0432506,fire,104
156,삼청빌딩,37.52197027,127.0563934,fire,104
157,한성빌딩,37.51907115,127.051071,fire,104
158,퍼스트 빌딩,37.51144695,127.0223974,fire,108
159,주식회사더블유상호저축은행,37.51515302,127.034534,fire,108
160,영신빌딩,37.51798199,127.0195254,fire,107
161,관광호텔,37.51863422,127.0253182,fire,107
162,,37.51442878,127.0356322,fire,108
163,한빛빌딩,37.49570433,127.0389162,fire,101
164,,37.51037192,127.0619315,fire,105
165,,37.5107619,127.0616855,fire,105
166,아셈타워,37.51156527,127.0612699,fire,105
167,아셈타워,37.51233723,127.0608651,fire,105
168,앞 코엑스 베스베이,37.51289217,127.0605599,fire,105
169,아셈타워,37.51366643,127.0601669,fire,105
170,,37.51383835,127.0594446,fire,105
171,코엑스인터컨티넨탈서울,37.51365033,127.0585265,fire,105
172,,37.51343728,127.0574434,fire,105
173,및 한국종합무역센타단지,37.51317181,127.0566533,fire,105
174,,37.51239884,127.0570459,fire,105
175,,37.51182741,127.0573822,fire,105
176,코엑스,37.51125109,127.0576609,fire,105
177,코엑스,37.51056814,127.0580009,fire,105
178,,37.50998618,127.0583177,fire,105
179,,37.49255249,127.0872176,fire,114
180,선화빌딩,37.48960947,127.0815398,fire,114
181,,37.49062082,127.0810352,fire,114
182,신영프라자,37.48548293,127.0836599,fire,114
183,잇푸도,37.52619984,127.0347427,fire,107
184,현대 선릉 GOLD TOWER,37.50327469,127.0508469,fire,106
185,,37.52656107,127.0456004,fire,104
186,미켈란147,37.51320366,127.0562076,fire,105
187,,37.51140709,127.0572609,fire,105
188,K-TOWER,37.50784061,127.0592071,fire,105
189,오월빌딩,37.51523437,127.060025,fire,105
190,쉐보레삼성대리점,37.51657018,127.0592525,fire,105
191,,37.49941744,127.0603344,fire,106
192,헬레스,37.51226569,127.0250842,fire,108
193,,37.50067382,127.0512827,fire,106
194,세민성형외과빌딩,37.52663686,127.0404673,fire,104
195,운기빌딩,37.49730102,127.0386932,fire,101
196,푸르덴셜타워,37.49150249,127.0308665,fire,101
197,주택앞,37.46785781,127.1012009,fire,111
198,인터컨티넨탈 서울,37.50876195,127.0623795,fire,105
199,코엑스인터컨티넨탈서울,37.50977312,127.0622449,fire,105
200,휴비스 사옥,37.50967132,127.0552941,fire,105
201,윤당빌딩,37.52545159,127.0335687,fire,107
202,,37.48472736,127.0417843,fire,Invalid Code
203,,37.48378298,127.0422003,fire,Invalid Code
204,아이오스페이스,37.48231378,127.043291,fire,118
205,우남빌딩,37.49834549,127.0312172,fire,101
206,제일빌딩,37.51011422,127.0640716,fire,105
207,제일빌딩,37.50996286,127.0641637,fire,105
208,성보역삼빌딩,37.49357368,127.0323804,fire,101
209,힐탑관광호텔,37.51136974,127.0317395,fire,108
210,,37.52426943,127.0396233,fire,104
211,,37.52372228,127.0428353,fire,104
212,,37.52388864,127.0443114,fire,104
213,,37.52709866,127.0426636,fire,104
214,서진빌딩,37.52205463,127.0396064,fire,104
215,,37.52480315,127.0471546,fire,104
216,건희빌딩,37.52170524,127.0485283,fire,104
217,,37.52581437,127.0465924,fire,104
218,,37.52405032,127.0455165,fire,104
219,,37.52344886,127.0406003,fire,104
220,도심공항터미널,37.5095306,127.0586361,fire,105
221,신한오피스텔,37.52413789,127.048953,fire,104
222,개포현대아파트,37.48440999,127.0600573,fire,103
223,동성철물,37.50361207,127.0602477,fire,106
224,함흥냉면,37.49695326,127.0558735,fire,106
225,역삼안전센터,37.49719292,127.0423982,fire,101
226,지앤비빌딩,37.50482711,127.064502,fire,106
227,성윤빌딩,37.50334056,127.0600003,fire,106
228,현대성우오토빌딩,37.5145077,127.0616652,fire,105
229,삼성빌딩,37.48367832,127.0593715,fire,103
230,서림빌딩,37.49326878,127.0402543,fire,101
231,,37.51766809,127.0291874,fire,108
232,리더스피부과건물,37.51994342,127.0299548,fire,108
233,윤정용건물,37.51894906,127.0404615,fire,108
234,진우빌딩다래전시장,37.51362733,127.0305977,fire,108
235,,37.52072042,127.0562961,fire,104
236,삼라빌딩,37.52578343,127.039919,fire,107
237,,37.52581553,127.0401955,fire,104
238,현대고등학교,37.52420476,127.0226182,fire,107
239,MJC빌딩,37.50694024,127.0403527,fire,101
240,역삼SK리더스뷰,37.50837199,127.0389671,fire,101
241,평프리젠아파트,37.50593437,127.0273014,fire,108
242,,37.52281508,127.0279486,fire,107
243,이가빌딩,37.52214132,127.0284463,fire,107
244,신사변전소,37.52485076,127.0334158,fire,107
245,,37.52045326,127.030197,fire,107
246,고려상가,37.52891502,127.0352647,fire,107
247,다우빌딩,37.52667715,127.0336651,fire,107
248,자생한방병원,37.52707054,127.033776,fire,107
249,다윈텍빌딩,37.486055,127.0444446,fire,118
250,,37.52616004,127.0332653,fire,107
251,,37.52009472,127.0187012,fire,107
252,산 54번지 임 도로명주소없음,37.48571835,127.0419405,fire,118
253,국민연금,37.51715641,127.0227268,fire,108
254,테라힐스아파트앞,37.49697108,127.0523645,fire,101
255,하나빌,37.5092995,127.0412841,fire,101
256,창일빌딩,37.50976886,127.0429401,fire,101
257,대림빌딩,37.50589555,127.0300865,fire,101
258,,37.49998829,127.0339569,fire,101
259,성지하이츠,37.5005091,127.0356089,fire,101
260,리츠칼튼호텔,37.50519436,127.0278369,fire,101
261,,37.49395143,127.0399634,fire,101
262,상형빌딩,37.49783149,127.0381548,fire,101
263,BMW모터스,37.50141406,127.0535747,fire,106
264,916빌딩,37.52166365,127.0353853,fire,108
265,B&S빌딩,37.52204092,127.0281081,fire,107
266,,37.51406833,127.0337941,fire,108
267,삼보주유소,37.5112826,127.0472885,fire,105
268,청림빌딩,37.51081675,127.0456836,fire,105
269,,37.50537555,127.0513851,fire,105
270,원방빌딩,37.50610503,127.0537325,fire,105
271,,37.50667314,127.0556333,fire,105
272,,37.50712784,127.0571332,fire,105
273,,37.49392075,127.0456718,fire,101
274,국악고등학교,37.47517771,127.0510469,fire,103
275,포이교육문화관,37.4752648,127.0528251,fire,103
276,운동시설 수영장),37.49213124,127.0801137,fire,114
277,개포한신아파트,37.49118386,127.080563,fire,114
278,,37.48985823,127.0811432,fire,114
279,,37.50512866,127.0264708,fire,108
280,주엠케이트랜드,37.50986391,127.0324494,fire,108
281,대운빌딩,37.50900754,127.0442203,fire,101
282,일반주택,37.50669716,127.0438747,fire,101
283,,37.49950431,127.0337427,fire,101
284,고려빌딩,37.49467518,127.0360134,fire,101
285,세일빌딩,37.49693947,127.0389025,fire,101
286,삼화빌딩,37.50832446,127.0669054,fire,106
287,건너편 인도,37.48289961,127.0868807,fire,115
288,대모초등학교,37.48139118,127.085624,fire,114
289,,37.51503542,127.0647337,fire,105
290,아이파크삼성동,37.51791666,127.058496,fire,105
291,,37.52802316,127.0503932,fire,104
292,삼부아파트,37.51696856,127.0658654,fire,105
293,광동한방병원,37.51433103,127.0621273,fire,105
294,대웅제약빌딩,37.51416691,127.0657926,fire,105
295,우남빌딩,37.51282221,127.0655938,fire,105
296,현대타워,37.50592326,127.0530722,fire,105
297,삼성금융프라자,37.50572752,127.0524697,fire,105
298,,37.51043982,127.0327352,fire,108
299,,37.50668451,127.0515731,fire,105
300,,37.50510882,127.0504471,fire,105
301,,37.50910675,127.0444476,fire,105
302,신창빌딩,37.52446024,127.0394512,fire,107
303,우리은행남역삼동지점,37.49355758,127.0411931,fire,101
304,휘닉스오피스텔,37.50399124,127.0467543,fire,101
305,,37.5235071,127.044849,fire,104
306,해성Ⅰ빌딩,37.5066072,127.0571547,fire,106
307,강남빌딩,37.52059171,127.030646,fire,107
308,편의점,37.51734643,127.0512208,fire,105
309,,37.51874435,127.0510615,fire,105
310,청담삼익상가,37.52049013,127.057097,fire,104
311,프뢰벨교육센터,37.515767,127.0352252,fire,108
312,,37.51220017,127.0504259,fire,105
313,삼성동센트럴아이파크,37.51495345,127.0520877,fire,105
314,강남수도사업소,37.48337375,127.0473874,fire,118
315,성지하이츠 2,37.5006424,127.0360956,fire,101
316,SS빌딩,37.51917227,127.0406588,fire,104
317,남강빌딩,37.52312451,127.0407977,fire,104
318,청담휴먼스타빌,37.52372279,127.0462548,fire,104
319,도원빌딩,37.50286169,127.0580084,fire,106
320,,37.47592623,127.046762,fire,103
321,,37.52392247,127.0396972,fire,104
322,지현빌딩,37.52638945,127.0454536,fire,104
323,페라가모전시장,37.52677891,127.0449724,fire,104
324,씨티은행청담동지점,37.52437614,127.0476588,fire,104
325,삼흥맨션,37.52100438,127.0244874,fire,107
326,,37.51837661,127.0314589,fire,108
327,인터컨티넨탈 서울,37.50899373,127.062618,fire,105
328,금석빌딩,37.50472814,127.0352415,fire,101
329,역카페앞,37.50235531,127.0363389,fire,101
330,강남파이낸스센터,37.5000394,127.0358602,fire,101
331,청은빌딩,37.49766615,127.0577769,fire,106
332,삼성디지털프라자,37.50052821,127.0670038,fire,106
333,쌍용대치아파트동,37.49695995,127.0699867,fire,106
334,캉캉빌딩,37.51712506,127.0294559,fire,108
335,대흥빌딩,37.5156979,127.030035,fire,108
336,구연빌딩,37.51407567,127.0308588,fire,108
337,삼예빌딩,37.51957277,127.0557521,fire,105
338,,37.51776119,127.0628888,fire,105
339,보암빌딩,37.52252665,127.0197436,fire,107
340,대신증권강남사옥,37.489483,127.03223,fire,118
341,테헤란로오피스텔,37.50294501,127.0476467,fire,101
342,성지하이츠빌딩,37.5035062,127.0454966,fire,101
343,씨네시티빌딩,37.52266377,127.0370579,fire,107
344,대한투자신탁,37.4945709,127.0629728,fire,106
345,한섬빌딩,37.51831194,127.0506879,fire,105
346,상제리제빌딩A동,37.50432535,127.0497118,fire,106
347,상제리제빌딩B동,37.50390501,127.0498891,fire,106
348,오토웨이타워,37.50663891,127.0638968,fire,106
349,여의도순복음교회제2성소,37.49276112,127.0338937,fire,101
350,동신빌딩,37.49219368,127.0412118,fire,118
351,보양빌딩,37.49994809,127.0604979,fire,106
352,호림아트센터 2빌딩,37.5224027,127.036147,fire,107
353,은산빌딩,37.5213762,127.039566,fire,108
354,도산대로 328,37.52252126,127.0380712,fire,108
355,싸이칸빌딩본관,37.52067036,127.0344598,fire,108
356,백영빌딩,37.52200332,127.0349653,fire,107
357,,37.51132566,127.0357939,fire,108
358,현대오피스텔,37.52385824,127.0554291,fire,104
359,여의도순복음교회제2성소,37.493374,127.0335918,fire,101
360,삼탄사옥,37.50723397,127.0633939,fire,106
361,앰배서더 강남  서울,37.50538658,127.0284634,fire,101
362,,37.51285835,127.0426996,fire,108
363,,37.50988273,127.0369456,fire,108
364,두산빌딩,37.51940401,127.0350165,fire,108
365,솔로몬역삼타워,37.49963533,127.0341587,fire,101
366,화평교회,37.50806773,127.0451312,fire,101
367,학동로 411,37.51790113,127.0449575,fire,104
368,금수빌딩,37.52333986,127.0329057,fire,107
369,화인빌딩,37.52310588,127.0207811,fire,107
370,,37.5153975,127.0298762,fire,108
371,광명빌딩,37.51744479,127.023396,fire,108
372,성현오피스텔,37.51313161,127.0207013,fire,108
373,태양빌딩,37.51760573,127.0288518,fire,108
374,신사빌딩,37.52014534,127.0279936,fire,107
375,,37.51302338,127.0275825,fire,108
376,,37.51128312,127.022759,fire,108
377,성바오로서원,37.51155106,127.0236132,fire,108
378,그린빌딩,37.51262573,127.0311492,fire,108
379,그린빌딩,37.51228786,127.0313088,fire,108
380,성일빌딩,37.51339746,127.0287499,fire,108
381,,37.51196546,127.0241098,fire,108
382,석상빌딩,37.50825757,127.0335476,fire,108
383,금은빌딩,37.50905408,127.0331708,fire,108
384,태성빌딩,37.50757226,127.0339165,fire,108
385,불노빌딩,37.51215184,127.0317054,fire,108
386,서울빌딩,37.51526388,127.0302623,fire,108
387,한맥빌딩,37.50601086,127.02405,fire,108
388,광명빌딩,37.50729522,127.0234205,fire,108
389,신성빌딩,37.5095349,127.022338,fire,108
390,세한빌딩,37.51695292,127.040176,fire,108
391,영동빌딩,37.51815022,127.0251534,fire,108
392,호산병원B동,37.52845137,127.0335717,fire,107
393,쉬즈애비뉴빌딩,37.52708516,127.0333854,fire,107
394,석정빌딩,37.52532553,127.0331481,fire,107
395,비손빌딩,37.52051334,127.034026,fire,108
396,관세청,37.51825454,127.035006,fire,108
397,,37.50972992,127.0376071,fire,108
398,논현로얄팰리스,37.51251595,127.035767,fire,108
399,주차장,37.52432385,127.0232873,fire,107
400,,37.52994812,127.0291076,fire,110
401,,37.52573418,127.0254465,fire,110
402,압구정 하이츠 파크,37.52364688,127.0338065,fire,107
403,삼성빌딩,37.51692301,127.0212584,fire,107
404,테헤란로 132,37.49932442,127.0333025,fire,101
405,건화빌딩,37.51106885,127.0465728,fire,105
406,SK뉴서울주유소,37.51764681,127.0356044,fire,108
407,경남상가,37.48330233,127.0527599,fire,103
408,,37.47471974,127.0519689,fire,103
