id,name,latitude,longitude,type,dongCode
0,서울 강남구 청담동 41-2,37.5176412282367,127.041673152472,kickboard,104
1,서울 강남구 삼성동 145,37.5128826080616,127.053851672121,kickboard,105
2,서울 강남구 역삼동 717,37.5006050683937,127.0380960158,kickboard,101
3,서울 강남구 삼성동 52,37.5185399593118,127.050708806295,kickboard,105
4,서울 강남구 논현동 129-1,37.5135684003677,127.03054130783,kickboard,108
5,서울 강남구 신사동 501-2,37.5167802830689,127.02010810325,kickboard,107
